Id_coach, gender, name, country, birthday, points
1440, male, PASCARI Veaceslav, Moldova, 24-12-1986,8
1441, female, PROCOPCIUC Lilia, Moldova, 20-11-1988,8
1442,, KEE Wong Hee, , 11-11-1111,8
1443,, LOKE Woon Tai, , 11-11-1111,8
1444,, MONTEIRO Jose, Portugal, 11-11-1111,8
1445,, MOHSEN Barati, , 11-11-1111,7.5
1446,, SOW Abdoul Karim, , 11-11-1111,7
1447,, YAU Chin Wah, , 11-11-1111,7
1448,, MERCSE Attila, Hungary, 11-11-1111,7
1449,, GRATT Patrick, Austria, 11-11-1111,7
1450,, RIDLEY Joel, , 11-11-1111,6.8
1451,, SULEIMAN Serif, , 11-11-1111,6.3
1452,, TEOFILOVIC Goran, , 11-11-1111,6.3
1453, male, HOHOUD Abdelkrim, Belgium, 09-02-1979,6
1454, male, LUTTECKEN Meinolf, Germany, 20-12-1947,6
1455, male, NOSEK Karel, Czech Republic, 08-03-1982,6
1456, male, RASIC Stevan, Serbia, 20-08-1986,6
1457, male, WEIDINGER Markus, Austria, 25-12-1984,6
1458, male, LOWE Theophil, India, 11-11-1111,6
1459, male, FRANKFORD Eduard, Austria, 13-08-1997,6
1460,, ATANASOVSKI Spase, , 11-11-1111,6
1461,, BATTULGA Nasankhuu, , 11-11-1111,6
1462,, DWEIKE BASEL Abdel Hay, , 11-11-1111,6
1463,, GUNNARSSON Jon Ragnar, , 11-11-1111,6
1464,, LOAIZA Alberto, , 11-11-1111,6
1465,, PATAKFALVI Miklos Antal, Hungary, 15-12-1953,6
1466,, THET Shein, , 11-11-1111,6
1467, male, ASP Victor, Norway, 06-10-1998,6
1468,, HUSIC Haris, Bosnia and Herzegovina, 11-11-1111,6
1469,, CAMACHO Francisco, Dominican Republic, 11-11-1111,6
1470,, SUORELA Iiro, Finland, 11-11-1111,6
1471,, KRASNIQI Bashkim, Kosovo, 15-02-1989,6
1472,, SHAH Pamir Yogeshbhai, India, 15-04-1984,5.8
1473,, WOODHOUSE Scott, , 11-11-1111,5.5
1474,, BULBUL Serkan, Turkey, 10-10-1975,5.5
1475,, CZERNY Josef, , 11-11-1111,5.3
1476,, EICHELBERGER Rudolf, Austria, 11-11-1111,5.3
1477,, HOWE Janet, , 11-11-1111,5.3
1478,, BANG Kun-Mo, , 11-11-1111,5
1479,, KIM Yun-Sik, , 11-11-1111,5
1480,, RANAIVO Raoul Flobert, , 11-11-1111,5
1481,, BELMAATI Anas, Ireland, 27-04-1987,5
1482,, YURTSEVER Umit, Turkey, 11-11-1111,5
1483,, WAHEGBAM Rajeswor Meitei, India, 11-11-1111,5
1484,, RIVASPLATA MATUTE Henry, , 11-11-1111,4
1485,, AMESCUA Carlos, Canada, 11-11-1111,4
1486, male, GALAMBOS Bence, Hungary, 30-11-1992,3
1487,, PINA Joseph, Cape Verde, 11-11-1111,3
1488,, LEONHARD Dylan, Ireland, 12-12-1994,3
1489,, LEONARD Dylan, Ireland, 11-11-1111,3
1490,, SERSAN Volkan, Turkey, 11-11-1111,3
1491,, VADI Ugur, Turkey, 11-11-1111,3
1492,, SETTA Tarik, Denmark, 11-11-1111,3
1493, male, MBONIGABA Boniface, Rwanda, 24-12-1985,2.5
1494,, VUJASINOVIC Erna, Hrvatska, 11-11-1111,2.3
1495,, SIROTA Michael, , 11-11-1111,2
