Id, name, nation, day of birth, points, category, weight, gender
21683, KARIMI Amir Mohammad, Iran, 11-11-1111, 0.75, youth, -59, male
21684, SUKHTULGA Munkh-Orgil, Mongolia, 11-11-1111, 0.75, youth, -59, male
21685, NGO Truong Nguyen Dai, Viet Nam, 11-11-1111, 0.75, youth, -59, male
21686, GOFMAN Tomer, Israel, 11-11-1111, 0.75, youth, -59, male
21687, MANRIQUE Marlon Ezequiel, Ecuador, 11-11-1111, 0.75, youth, -59, male
21688, MOHAMMED Muath, Bahrain, 11-11-1111, 0.75, youth, -59, male
21689, THOMA Dimitris, Cyprus, 11-11-1111, 0.75, youth, -59, male
21690, NIKOLOV Mario, Bulgaria, 11-11-1111, 0.75, youth, -59, male
21691, SIRAKAYA Emre, Turkey, 11-11-1111, 0.75, youth, -59, male
21692, ISHLI Erkan, Azerbaijan, 11-11-1111, 0.75, youth, -59, male
21693, MOHAMED HISHAM ABDELGHANY Arslan, Egypt, 11-11-1111, 0.75, youth, -59, male
21694, KHACHIKYAN Davit, Armenia, 11-11-1111, 0.75, youth, -59, male
21695, NASHASH Hamza, United Arab Emirates, 11-11-1111, 0.75, youth, -59, male
21696, BISLIP Kaylon, Aruba, 11-11-1111, 0.75, youth, -59, male
21697, KOMATINA Ognjen, Montenegro, 11-11-1111, 0.75, youth, -59, male
21698, PETREA Ciprian, Moldova, 11-11-1111, 0.75, youth, -59, male
21699, DOLGIYEV Akramat, Kazakhstan, 11-11-1111, 0.75, youth, -59, male
21700, ELWALID MAHDY Khaled, Egypt, 11-11-1111, 0.75, youth, -59, male
21701, AYDOGAN Hamza Osman, Turkey, 11-11-1111, 0.75, youth, -59, male
21702, TAN Sebastian, Malaysia, 11-11-1111, 0.75, youth, -59, male
21703, BUENAVENTURA Luke, United States of America, 11-11-1111, 0.75, youth, -59, male
21704, EL ADAS Anthony, Lebanon, 11-11-1111, 0.75, youth, -59, male
21705, PAEZ Lautaro, Argentina, 11-11-1111, 0.75, youth, -59, male
21706, ALEGRIA PALMA Mario, Nicaragua, 11-11-1111, 0.75, youth, -59, male
21707, SIMEONOV Martin, Bulgaria, 11-11-1111, 0.75, youth, -59, male
21708, CORONEL TADAY Carlos Bernardo, Ecuador, 11-11-1111, 0.75, youth, -59, male
21709, JEREB Gabriel, Hrvatska, 11-11-1111, 0.75, youth, -59, male
21710, LAMPRIS Georgios, Greece, 11-11-1111, 0.75, youth, -59, male
21711, TAYLOR Finn Joseph, Canada, 11-11-1111, 0.75, youth, -59, male
21712, GUNDERSEN Brede, Norway, 11-11-1111, 0.75, youth, -59, male
21713, PENAREDONDO Legolas, Philippines, 11-11-1111, 0.75, youth, -59, male
21714, PUSHKIN Timur, Russian Federation, 11-11-1111, 0.75, youth, -59, male
21715, TSELIOS Theofanis, Greece, 11-11-1111, 0.75, youth, -59, male
21716, BERIKZATULY Sagynysh, Kazakhstan, 11-11-1111, 0.75, youth, -59, male
21717, LEWANDOWSKI Dominik, Poland, 11-11-1111, 0.75, youth, -59, male
21718, RAMOS Vinny Matheus, Brazil, 11-11-1111, 0.75, youth, -59, male
21719, FAIRHEAD Jacob, United Kingdom of Great Britai, 11-11-1111, 0.75, youth, -59, male
21720, ROUSIS Nikolaos, Greece, 11-11-1111, 0.75, youth, -59, male
21721, GKOLEMIS Ioannis Christos, Greece, 11-11-1111, 0.75, youth, -59, male
21722, MILLAN GASTON David, Mexico, 11-11-1111, 0.75, youth, -59, male
21723, AL-ZOUBI Yaman, Jordan, 11-11-1111, 0.75, youth, -59, male
21724, HAMED MOHAB HAMED Mohab, Egypt, 11-11-1111, 0.75, youth, -59, male
21725, GHOUSSAIN Michel, Lebanon, 11-11-1111, 0.75, youth, -59, male
21726, LEE Young-Jun, Korea, 11-11-1111, 0.72, youth, -59, male
21727, MANOLE Alin, Moldova, 11-11-1111, 0.72, youth, -59, male
21728, FALCO Antonio, Italy, 11-11-1111, 0.69, youth, -59, male
21729, FLOUSKOUNIS Xaralampos, Greece, 11-11-1111, 0.69, youth, -59, male
21730, IKRAMOV Ravshan, Uzbekistan, 11-11-1111, 0.66, youth, -59, male
21731, CARRILLO LIOS Mathieu Audrey, Costa Rica, 11-11-1111, 0.66, youth, -59, male
21732, HABURAJ Jakub, Slovakia, 11-11-1111, 0.66, youth, -59, male
21733, MICHALOPOULOS Alexios, Greece, 11-11-1111, 0.64, youth, -59, male
21734, ARTAMONOW Ilia, Russian Federation, 11-11-1111, 0.64, youth, -59, male
21735, CREP Matija, Hrvatska, 11-11-1111, 0.63, youth, -59, male
21736, ROSADO CRUZ Yandel, United States of America, 11-11-1111, 0.63, youth, -59, male
21737, VYKOV Umar, Russian Federation, 11-11-1111, 0.63, youth, -59, male
21738, ORTIZ GARCIA Pepe, Spain, 11-11-1111, 0.63, youth, -59, male
21739, KONCHINOV Egor, Russian Federation, 11-11-1111, 0.63, youth, -59, male
21740, SARIC Eman, Bosnia and Herzegovina, 11-11-1111, 0.63, youth, -59, male
21741, SOKOLENKO Peter, United States of America, 11-11-1111, 0.63, youth, -59, male
21742, SEGURA Martin, Chile, 11-11-1111, 0.63, youth, -59, male
21743, RAMANENKA Matvei, Belarus, 11-11-1111, 0.63, youth, -59, male
21744, PENNIELLO Emanuele, Italy, 11-11-1111, 0.63, youth, -59, male
21745, JAFARI Parsa, Iran, 11-11-1111, 0.63, youth, -59, male
21746, ALONZO CALDERON Ian Paolo, Honduras, 11-11-1111, 0.63, youth, -59, male
21747, MARCHENKO Mykola, Ukraine, 11-11-1111, 0.63, youth, -59, male
21748, GHERMAN Darius Andrei, Romania, 11-11-1111, 0.63, youth, -59, male
21749, ISMAYILZADA Nijat, Azerbaijan, 11-11-1111, 0.63, youth, -59, male
21750, RAMIREZ Renzo Leonel, Argentina, 11-11-1111, 0.63, youth, -59, male
21751, GURBANOV Yusif, Azerbaijan, 11-11-1111, 0.63, youth, -59, male
21752, PLAIPETCH-UNES Alexander, Norway, 11-11-1111, 0.63, youth, -59, male
21753, ARIAS QUIROS Alejandro Josue, Costa Rica, 11-11-1111, 0.63, youth, -59, male
21754, RODRIGUEZ MIRANDA Joaquin, Peru, 11-11-1111, 0.63, youth, -59, male
21755, LACHMAN Shivan, Netherlands, 11-11-1111, 0.63, youth, -59, male
21756, MEHLMANN Daniel, Germany, 05-12-2006, 0.63, youth, -59, male
21757, AHQAAF Ahmed, Libyan, 11-11-1111, 0.63, youth, -59, male
21758, TOURE Ibrahim, Cote d'Ivoire, 11-11-1111, 0.63, youth, -59, male
21759, DUANES MACHADO Yorman Alejandro, Cuba, 11-11-1111, 0.63, youth, -59, male
21760, RODRIGUES JUNIOR Marcio Modesto, Brazil, 11-11-1111, 0.63, youth, -59, male
21761, BOOTH Kevin, United Kingdom of Great Britai, 11-11-1111, 0.63, youth, -59, male
21762, GONZALEZ GONZALEZ Maykel Alejandro, Cuba, 11-11-1111, 0.63, youth, -59, male
21763, LLESHI Stilian, Greece, 11-11-1111, 0.63, youth, -59, male
21764, FRIDMAN Lavy, Israel, 11-11-1111, 0.63, youth, -59, male
21765, LOWE Rasheed, Jamaica, 11-11-1111, 0.61, youth, -59, male
21766, KHALIFE Mark, Lebanon, 11-11-1111, 0.56, youth, -59, male
21767, SAUER Keryann, France, 11-11-1111, 0.56, youth, -59, male
21768, ATARODI Pasha, Iran, 11-11-1111, 0.56, youth, -59, male
21769, MORENO PLAZA Raul, Spain, 11-11-1111, 0.56, youth, -59, male
21770, XANTHAKOS Theofanis, Israel, 11-11-1111, 0.56, youth, -59, male
21771, IVKOVIC Relja, Serbia, 11-11-1111, 0.56, youth, -59, male
21772, MONTEIRO DELGADO GOMES Pierre, France, 11-11-1111, 0.56, youth, -59, male
21773, MOYSIADIS Dimitrios, Greece, 11-11-1111, 0.56, youth, -59, male
21774, SRITIMONGKOL Napat, Thailand, 11-11-1111, 0.56, youth, -59, male
21775, FALTMAN Albin, Sweden, 02-02-2005, 0.56, youth, -59, male
21776, DOLAT Piotr, Poland, 11-11-1111, 0.56, youth, -59, male
21777, CONTRERAS CORTES Diego, Chile, 11-11-1111, 0.56, youth, -59, male
21778, ALMEIDA RABELLO Fillipe, Brazil, 11-11-1111, 0.56, youth, -59, male
21779, SAEZ Pablo, France, 11-11-1111, 0.56, youth, -59, male
21780, VASIC Nemanja, Slovenia, 11-11-1111, 0.53, youth, -59, male
21781, ABU SHAKRA Ward, Jordan, 11-11-1111, 0.52, youth, -59, male
21782, PHELAN David, Ireland, 11-11-1111, 0.52, youth, -59, male
21783, LENZO Ettore, Italy, 11-11-1111, 0.5, youth, -59, male
21784, REZAEI Matin, Iran, 11-11-1111, 35, youth, -63, male
21785, YOUNG Isaiah, United States of America, 11-11-1111, 23.63, youth, -63, male
21786, NAZAROV Nazarali, Uzbekistan, 11-11-1111, 23.5, youth, -63, male
21787, VALDES VAZQUEZ David, Mexico, 11-11-1111, 23, youth, -63, male
21788, RODRIGUES Victor, United States of America, 11-11-1111, 21.63, youth, -63, male
21789, CAVUSMAN Emre, Germany, 11-11-1111, 17.19, youth, -63, male
21790, RODRIGUEZ Maikol, United States of America, 11-11-1111, 15, youth, -63, male
21791, KRAJISNIK Zarko, Serbia, 11-11-1111, 14.69, youth, -63, male
21792, PAPPA Rafael, Greece, 11-11-1111, 13.97, youth, -63, male
21793, MIRZOIEV Simur, Ukraine, 12-03-2005, 12.88, youth, -63, male
21794, IZMAR Adam, Belgium, 11-11-1111, 12, youth, -63, male
21795, SEO Hyun-Woo, Korea, 11-11-1111, 11.5, youth, -63, male
21796, JUNG Woo-Hyeok, Korea, 11-11-1111, 11.25, youth, -63, male
21797, MANGIONE Angelo, Italy, 11-11-1111, 11.25, youth, -63, male
21798, CHOY Aaron, Australia, 11-11-1111, 11.13, youth, -63, male
21799, DIMITROV Denis, Bulgaria, 11-11-1111, 11.06, youth, -63, male
21800, SANTIAGO BURGOS Jose Daniel, Puerto Rico, 11-11-1111, 10.63, youth, -63, male
21801, QUINONEZ SCOTT Noah, Dominican Republic, 11-11-1111, 10.5, youth, -63, male
21802, MILAN CANOVAS Jorge, Spain, 11-11-1111, 10.44, youth, -63, male
21803, VESTERLUND Linus, Sweden, 11-11-1111, 10.19, youth, -63, male
21804, CORTES Carlos, Mexico, 11-11-1111, 9.38, youth, -63, male
21805, BEJTIC Abdullah, Bosnia and Herzegovina, 11-11-1111, 9.38, youth, -63, male
21806, BUENAVIDES Kenneth, United States of America, 11-05-2005, 9.34, youth, -63, male
21807, HERNANDEZ RUIZ Arturo, Mexico, 11-11-1111, 9.13, youth, -63, male
21808, TLEUGABYLOV Adil, Kazakhstan, 11-11-1111, 9.13, youth, -63, male
21809, AGUSHI Elion, Kosovo, 11-11-1111, 9, youth, -63, male
21810, TOLEUGALI Batyrkhan, Kazakhstan, 11-11-1111, 8.88, youth, -63, male
21811, ERER Berkay, Turkey, 11-11-1111, 8.75, youth, -63, male
21812, TUBTIMDANG Banlung, Thailand, 11-11-1111, 8.75, youth, -63, male
21813, JULES Nathan, France, 01-01-2005, 8.63, youth, -63, male
21814, ANGELL Zak, United Kingdom of Great Britai, 13-03-2007, 8.5, youth, -63, male
21815, JARILLO Paulo, Mexico, 11-11-1111, 8, youth, -63, male
21816, OLIVEIRA dos SANTOS Adriano, Brazil, 11-11-1111, 7.75, youth, -63, male
21817, XANTHAKOS Ioannis Marios, Greece, 11-11-1111, 7.75, youth, -63, male
21818, PEREIRA da SILVA Nicolas, Brazil, 11-11-1111, 7.75, youth, -63, male
21819, KLAJKO David, Hungary, 11-11-1111, 7.75, youth, -63, male
21820, CONTRERAS DAVALOS Aaron, Chile, 11-11-1111, 7.63, youth, -63, male
21821, SARRAY Momammedalsader Khalid, Iraq, 11-11-1111, 7.5, youth, -63, male
21822, YASER ISMAIL Omar, Palestinian Territory, 11-11-1111, 7.5, youth, -63, male
21823, GENZEL Eitan, Israel, 11-11-1111, 7.5, youth, -63, male
21824, FAZEKAS Lucas, United States of America, 11-11-1111, 7.38, youth, -63, male
21825, TURNER Rhys, United Kingdom of Great Britai, 11-11-1111, 7.25, youth, -63, male
21826, TUNG Yui Hang, Hong Kong, 11-11-1111, 7, youth, -63, male
21827, SÖDERLUND Aron, Sweden, 11-11-1111, 6.88, youth, -63, male
21828, ROJO PONCE Iker Sebastian, Mexico, 11-11-1111, 6.75, youth, -63, male
21829, HUSIC Benjamin, Bosnia and Herzegovina, 11-11-1111, 6.5, youth, -63, male
21830, KOVACIC Lin, Slovenia, 11-11-1111, 6.4, youth, -63, male
21831, STAMENOV Stefan, Bulgaria, 11-11-1111, 6.38, youth, -63, male
21832, BOUDJENANE LINARES Mateo, Spain, 11-11-1111, 6.25, youth, -63, male
21833, BARETTA Dennis, Italy, 11-11-1111, 6.25, youth, -63, male
21834, TUMENJARGAL Enkhjin, Mongolia, 11-11-1111, 5.75, youth, -63, male
21835, MALEKI Amirhosein, Iran, 11-11-1111, 5.75, youth, -63, male
21836, MAHEAHEA Monovai, French Polynesia, 11-11-1111, 5.75, youth, -63, male
21837, MAIDANIUK Daniil, Ukraine, 19-06-2007, 5.75, youth, -63, male
21838, SUMMERFIELD Matthew, Australia, 11-11-1111, 5.75, youth, -63, male
21839, AL HAJRI Mohammed Rashid, Oman, 11-11-1111, 5.75, youth, -63, male
21840, BURUSIC Marko, Serbia, 11-11-1111, 5.62, youth, -63, male
21841, SAFARYN Piotr, Poland, 11-11-1111, 5.5, youth, -63, male
21842, PLAIPETCH-UNES Alexander, Norway, 11-11-1111, 5.44, youth, -63, male
21843, TORKHANI Ibrahim ben Ahmed, Denmark, 11-11-1111, 5.31, youth, -63, male
21844, ROSIC Aleksandar, Serbia, 11-11-1111, 5.31, youth, -63, male
21845, ALMADAWI Mohammed Ali, Saudi Arabia, 11-11-1111, 5.25, youth, -63, male
21846, SHAIKENOV Alibek, Kazakhstan, 11-11-1111, 5.25, youth, -63, male
21847, SAHITI Mal, Kosovo, 11-11-1111, 5.25, youth, -63, male
21848, ELSERSY Omar, Egypt, 09-03-2006, 5.25, youth, -63, male
21849, NEUJAHR Maximilian, United States of America, 11-11-1111, 5.25, youth, -63, male
21850, CHOUNG Juhyeok, Korea, 11-11-1111, 5.25, youth, -63, male
21851, DJONKO Muhamed, Bosnia and Herzegovina, 11-11-1111, 5.13, youth, -63, male
21852, SALANOVA LISTE Adrian, Spain, 11-11-1111, 5.06, youth, -63, male
21853, RASKOVIC Luka, Slovenia, 11-11-1111, 5.06, youth, -63, male
21854, ALKHAWAHR Mustafa, Saudi Arabia, 11-11-1111, 5, youth, -63, male
21855, CEYLAN Ahmet Bogachan, Turkey, 11-11-1111, 5, youth, -63, male
21856, CHAUDHARY Aryan, India, 11-11-1111, 5, youth, -63, male
21857, KHASSAN Yerbolat, Kazakhstan, 11-11-1111, 5, youth, -63, male
21858, PRADO LARIOS Alan Emilio, Mexico, 11-11-1111, 4.88, youth, -63, male
21859, PALUDO da CONCEICAO Enzo, Brazil, 11-11-1111, 4.88, youth, -63, male
21860, MIGUEL Moncef, France, 11-11-1111, 4.88, youth, -63, male
21861, NIITMETS Keanu, Estonia, 11-11-1111, 4.75, youth, -63, male
21862, BOURIEL Ayoub, Canada, 11-11-1111, 4.63, youth, -63, male
21863, STRUGLINSKI Bartosz, Poland, 11-11-1111, 4.63, youth, -63, male
21864, FICKO Petar, Hrvatska, 11-11-1111, 4.63, youth, -63, male
21865, GONZALEZ GARCIA Ignacio, Spain, 11-11-1111, 4.56, youth, -63, male
21866, MILLEFIORI Manuel, Italy, 11-11-1111, 4.5, youth, -63, male
21867, HAMDI Mohamed Aziz, Tunisia, 11-11-1111, 4.5, youth, -63, male
21868, ESPINDOLA BARBOSA Renan, Brazil, 11-11-1111, 4.5, youth, -63, male
21869, CHANG Feng-Yin, Taiwan, 11-11-1111, 4.5, youth, -63, male
21870, NIKOLOVSKI Xavier, Australia, 11-11-1111, 4.5, youth, -63, male
21871, ALRASHID Sami, Jordan, 11-11-1111, 4.38, youth, -63, male
21872, PINTO Jorge, Nicaragua, 11-11-1111, 4.38, youth, -63, male
21873, ASIRI Aseel Yahya, Saudi Arabia, 11-11-1111, 4.25, youth, -63, male
21874, MADE GARCIA Jose Manuel, Dominican Republic, 11-11-1111, 4.25, youth, -63, male
21875, BERROCAL JAEN Darriel, Costa Rica, 11-11-1111, 4.25, youth, -63, male
21876, AHMED ELANWARY Adham, Egypt, 11-11-1111, 4.25, youth, -63, male
21877, DAYIOGLU Omer Faruk, Turkey, 11-11-1111, 4.19, youth, -63, male
21878, SAIB Badis, France, 11-11-1111, 4.13, youth, -63, male
21879, VAZIRIDOOST Arash, Iran, 11-11-1111, 4, youth, -63, male
21880, CHEN Guan-Yu, Taiwan, 11-11-1111, 4, youth, -63, male
21881, VUKOVIC Mario, Montenegro, 11-11-1111, 4, youth, -63, male
21882, KIM Seung Ju, Canada, 11-11-1111, 4, youth, -63, male
21883, ORBAN Vlad Alexandru, Romania, 11-11-1111, 3.88, youth, -63, male
21884, PUJOL GILI Antoni, Spain, 11-11-1111, 3.81, youth, -63, male
21885, RODRIGUEZ COTTO Rafael, Puerto Rico, 11-11-1111, 3.75, youth, -63, male
21886, ALMEIDA de Victor Augusto, Brazil, 11-11-1111, 3.75, youth, -63, male
21887, BILGIN Efe, Germany, 11-11-1111, 3.75, youth, -63, male
21888, HAJIYEV Nizami, Azerbaijan, 11-11-1111, 3.63, youth, -63, male
21889, FREDERICKS Justin, United States of America, 11-11-1111, 3.5, youth, -63, male
21890, OTGONCHULUUN Enkh-Amgalan, Mongolia, 11-11-1111, 3.5, youth, -63, male
21891, RIBEIRO MARQUES Humberto Vinicius, Brazil, 11-11-1111, 3.5, youth, -63, male
21892, MIRZOIEV Samir, Ukraine, 23-06-2007, 3.5, youth, -63, male
21893, PARK Daniel, United States of America, 11-11-1111, 3.5, youth, -63, male
21894, AL NASHASH Hamzeh, Jordan, 11-11-1111, 3.5, youth, -63, male
21895, COSKUNGONUL Bugra, Turkey, 11-11-1111, 3.5, youth, -63, male
21896, AYMAN NABIL Abanob, Egypt, 11-11-1111, 3.5, youth, -63, male
21897, WHARTON Yerkings, Panama, 11-11-1111, 3.5, youth, -63, male
21898, KHAMMERMAN Danil, Ukraine, 11-11-1111, 3.38, youth, -63, male
21899, KORSAK Myhailo, Ukraine, 23-07-2005, 3.25, youth, -63, male
21900, AKBI Alisher, Kazakhstan, 11-11-1111, 3.25, youth, -63, male
21901, MYLLYNEN Niko, Finland, 11-11-1111, 3.25, youth, -63, male
21902, MONTOYA RIOS Santino Alan, Argentina, 11-11-1111, 3.25, youth, -63, male
21903, HRGOTA Leon, Hrvatska, 11-11-1111, 3.25, youth, -63, male
21904, ACEITON Nicolas, Chile, 11-11-1111, 3.25, youth, -63, male
21905, FONCUBERTA Nehuen, Argentina, 11-11-1111, 3, youth, -63, male
21906, ORCHARD Lachlan, Australia, 11-11-1111, 3, youth, -63, male
21907, TAM Chun Hei, Hong Kong, 11-11-1111, 3, youth, -63, male
21908, MOTTA ESTELA Miguel Eduardo, Peru, 11-11-1111, 3, youth, -63, male
21909, TAIT Benjamin, Canada, 11-11-1111, 3, youth, -63, male
21910, ABDALQADIR Abdalqadir Goran, Iraq, 11-11-1111, 3, youth, -63, male
21911, MUNTANIOL Daniel, Germany, 11-11-1111, 3, youth, -63, male
21912, HERNANDEZ Rene, El Salvador, 11-11-1111, 3, youth, -63, male
21913, DZHORDZHEV Aleksandar, Bulgaria, 11-11-1111, 2.82, youth, -63, male
21914, FLEGAR Jan, Hrvatska, 11-11-1111, 2.75, youth, -63, male
21915, BARANOV Stepan, Russian Federation, 11-11-1111, 2.75, youth, -63, male
21916, MOTTA Damon, Australia, 11-11-1111, 2.75, youth, -63, male
21917, KARIMBOEV Shokhjakhon, Uzbekistan, 11-11-1111, 2.75, youth, -63, male
21918, MOHAMED ROSHDY Ahmed, Egypt, 14-06-2005, 2.69, youth, -63, male
21919, MILINKOVIC Strahinja, Serbia, 11-11-1111, 2.66, youth, -63, male
21920, PETRAKIS Nikolaos, Greece, 11-11-1111, 2.63, youth, -63, male
21921, TORGEMANN Ori, Israel, 11-11-1111, 2.63, youth, -63, male
21922, JIMENEZ LAMA Nicolas Maximo, Spain, 11-11-1111, 2.63, youth, -63, male
21923, CALIK Enis, Germany, 11-11-1111, 2.63, youth, -63, male
21924, SAHITI Mal, Kosovo, 11-11-1111, 2.63, youth, -63, male
21925, DAFNIS Nikolaos, Greece, 24-04-2005, 2.53, youth, -63, male
21926, CAMELA Leonardo, United States of America, 11-11-1111, 2.5, youth, -63, male
21927, HAMDAN Rashed, Jordan, 11-11-1111, 2.5, youth, -63, male
21928, HANU Gleb, Moldova, 11-11-1111, 2.5, youth, -63, male
21929, YOUNESS Charbel, Lebanon, 11-11-1111, 2.5, youth, -63, male
21930, ABBADI Tamer, United Arab Emirates, 11-11-1111, 2.5, youth, -63, male
21931, GONZALEZ Nahuel Agustin, Argentina, 11-11-1111, 2.5, youth, -63, male
21932, FABIAN Jesus Manuel, Dominican Republic, 11-11-1111, 2.5, youth, -63, male
21933, FAHMY AHMED FAHMY ATYA Mohamad, Egypt, 11-11-1111, 2.5, youth, -63, male
21934, NUERMAIMAITI Naibijiang, China, 11-11-1111, 2.5, youth, -63, male
21935, MOHAMED AHMED Ehab, Egypt, 11-11-1111, 2.5, youth, -63, male
21936, ALSAEE Ishaq, Jordan, 11-11-1111, 2.5, youth, -63, male
21937, BASSIDI Mohammed, Morocco, 11-11-1111, 2.5, youth, -63, male
21938, AL ABADI Tamer, Jordan, 11-11-1111, 2.5, youth, -63, male
21939, BRAZ AVELAR Joao Emanuel, Brazil, 11-11-1111, 2.5, youth, -63, male
21940, SOTO RODRIGUEZ Serafin, Thailand, 11-11-1111, 2.5, youth, -63, male
21941, ABDIWAHID Mubarak, Somalia, 11-11-1111, 2.5, youth, -63, male
21942, TSURUOKA Rei, Japan, 11-11-1111, 2.5, youth, -63, male
21943, ABDURASULOV Khojiakbar, Uzbekistan, 11-11-1111, 2.5, youth, -63, male
21944, FARAJ Yusuf, Lebanon, 11-11-1111, 2.5, youth, -63, male
21945, CHEN Chia-Sheng, Taiwan, 11-11-1111, 2.5, youth, -63, male
21946, GARCIA AMADO Juan Andres, Colombia, 11-11-1111, 2.5, youth, -63, male
21947, ALIYEV Farid, Azerbaijan, 11-11-1111, 2.5, youth, -63, male
21948, ABU GHAZAL Mohammad, Jordan, 11-11-1111, 2.5, youth, -63, male
21949, ANTONIOU Evangelos Georgios, Cyprus, 11-11-1111, 2.5, youth, -63, male
21950, ZIAD Dia A, Palestinian Territory, 11-11-1111, 2.5, youth, -63, male
21951, FERRARO Davide, Italy, 11-11-1111, 2.5, youth, -63, male
21952, BRADAC Miha, Slovenia, 11-11-1111, 2.5, youth, -63, male
21953, ALBERT FERNANDEZ Ivan, Spain, 11-11-1111, 2.5, youth, -63, male
21954, CHRZANOWSKI Mateusz, Poland, 11-11-1111, 2.5, youth, -63, male
21955, GEORGIOU Nikolas, Cyprus, 11-11-1111, 2.5, youth, -63, male
21956, AYAZ Alperen, Turkey, 11-11-1111, 2.41, youth, -63, male
21957, PARUZEK Krystof, Czech Republic, 11-11-1111, 2.38, youth, -63, male
21958, BALAKA Artem, Ukraine, 12-10-2006, 2.38, youth, -63, male
21959, ADILOVIC Fahrudin, Bosnia and Herzegovina, 11-11-1111, 2.38, youth, -63, male
21960, MELANIFIDIS Georgios, Greece, 11-11-1111, 2.38, youth, -63, male
21961, FRAILE RODRIGUEZ Jesus, Spain, 11-11-1111, 2.35, youth, -63, male
21962, ABAD EXPOSITO Iker, Spain, 11-11-1111, 2.34, youth, -63, male
21963, CHUMACHENKO Andrii, Ukraine, 11-11-1111, 2.31, youth, -63, male
21964, BORISOV Vasil, Bulgaria, 11-11-1111, 2.31, youth, -63, male
21965, DIAO Lixingjun, China, 11-11-1111, 2.25, youth, -63, male
21966, KIM Tae-Hoon, Korea, 11-11-1111, 2.25, youth, -63, male
21967, FERNANDEZ Oswaldo, Panama, 11-11-1111, 2.25, youth, -63, male
21968, MURODOV Nurullo, Tajikistan, 11-11-1111, 2.25, youth, -63, male
21969, AVIDAN Ben, Thailand, 11-11-1111, 2.25, youth, -63, male
21970, BANDAREVICH Maksim, Belarus, 11-11-1111, 2.25, youth, -63, male
21971, TURKULJ Uros, Serbia, 11-11-1111, 2.25, youth, -63, male
21972, MAGHRIOUE Ilias, Belgium, 11-11-1111, 2.25, youth, -63, male
21973, MAIER Florian, Austria, 11-11-1111, 2.25, youth, -63, male
21974, DUDARAU Kiryl, Belarus, 11-11-1111, 2.22, youth, -63, male
21975, HUY Ethan, France, 14-04-2006, 2.19, youth, -63, male
21976, PAVLOVIC Bosko Boban, Germany, 11-11-1111, 2.16, youth, -63, male
21977, HISHAM MOHAMED Ahmed, Egypt, 11-11-1111, 2.13, youth, -63, male
21978, DRAGOSAVLJEVIC Ognjen, Serbia, 11-11-1111, 2.13, youth, -63, male
21979, SCAMOLLA Francesco, Italy, 11-11-1111, 2.06, youth, -63, male
21980, BOODOO Jordan, Canada, 11-11-1111, 2, youth, -63, male
21981, NORDMAN Dylan, French Polynesia, 11-11-1111, 2, youth, -63, male
21982, SINGH Harsh, India, 11-11-1111, 2, youth, -63, male
21983, SHKALLA Orseld, Albania, 11-11-1111, 2, youth, -63, male
21984, AOUAD Paul, Lebanon, 11-11-1111, 2, youth, -63, male
21985, YU Oscar, Hong Kong, 11-11-1111, 2, youth, -63, male
21986, NESHYBA Tomas, Czech Republic, 11-11-1111, 2, youth, -63, male
21987, LOPEZ Camilo, El Salvador, 11-11-1111, 2, youth, -63, male
21988, ABHISHEK Kumar, India, 11-11-1111, 2, youth, -63, male
21989, MICHAEL Sidney, French Polynesia, 11-11-1111, 2, youth, -63, male
21990, PINEDA Diego, United States of America, 11-11-1111, 2, youth, -63, male
21991, GULEC Furkan, Turkey, 11-11-1111, 1.94, youth, -63, male
21992, CERON BUENAVISTA Pablo, Spain, 11-11-1111, 1.88, youth, -63, male
21993, SALAZAR VEGA Cristopher, Costa Rica, 11-11-1111, 1.88, youth, -63, male
21994, ABUALSOUD Seif, Jordan, 11-11-1111, 1.88, youth, -63, male
21995, ALVEAR TOLEDO Gustavo Israel, Chile, 11-11-1111, 1.88, youth, -63, male
21996, BESPIATYI Mykya, Ukraine, 11-11-1111, 1.84, youth, -63, male
21997, JIN Ho-Jun, Korea, 11-11-1111, 1.78, youth, -63, male
21998, MATOS GALAN Steven, Peru, 11-11-1111, 1.75, youth, -63, male
21999, TOUMI Med Yassine, Tunisia, 11-11-1111, 1.75, youth, -63, male
22000, MAGDY ABDELMONEM Omar, Egypt, 11-11-1111, 1.75, youth, -63, male
22001, ABDULRIDHA Mohammed J-, Iraq, 11-11-1111, 1.75, youth, -63, male
22002, BISCOSI Daniele, Italy, 11-11-1111, 1.75, youth, -63, male
22003, CROCMAZAN Nicu, Moldova, 11-11-1111, 1.75, youth, -63, male
22004, DOMINGUEZ Diego, United States of America, 11-11-1111, 1.75, youth, -63, male
22005, LIRA DO NASCIMENTO Victor Augusto, Brazil, 11-11-1111, 1.75, youth, -63, male
22006, MEMA Jasin, Albania, 11-11-1111, 1.75, youth, -63, male
22007, JIMENEZ GOMATE Javier Antonio, Cuba, 11-11-1111, 1.75, youth, -63, male
22008, HAIDARI Milad, Denmark, 11-11-1111, 1.75, youth, -63, male
22009, BELTRAN AMAYA Juan Sebastian, Colombia, 11-11-1111, 1.75, youth, -63, male
22010, NTOMPROS Ioannis, Greece, 11-11-1111, 1.75, youth, -63, male
22011, CHANDRAMOHAN Arigaran, United Kingdom of Great Britai, 11-11-1111, 1.75, youth, -63, male
22012, LUO Xin, China, 11-11-1111, 1.75, youth, -63, male
